N,turnout,votes,district
2182,1633,998,19939
1349,1176,795,19940
1687,1243,578,19941
2814,1807,892,19942
1126,1090,732,19943
1614,1155,599,19944
1416,1292,878,19945
205,176,115,19946
2331,1566,612,19947
536,395,218,19948
2503,2001,1062,19949
1748,1143,512,19950
708,552,366,19951
2076,1463,631,19952
1023,720,421,19953
1438,900,318,19954
1770,1349,698,19955
1547,920,428,19956
913,623,245,19957
2430,1924,1074,19958
836,691,374,19959
2507,1495,657,19960
1267,891,426,19961
603,408,175,19962
448,332,191,19963
2271,1285,569,19964
1934,1192,769,19965
1650,1088,472,19966
1769,1385,805,19967
1787,1340,597,19968
1796,1440,851,19969
1948,919,409,19970
1750,1299,661,19971
304,230,126,19972
1299,888,374,19973
2058,1590,793,19974
1609,1098,476,19975
885,631,339,19976
293,249,162,19977
1472,1008,466,19978
1476,1004,539,19979
2643,1915,875,19980
349,251,134,19981
1801,1329,661,19982
1772,1044,386,19983
2016,1161,513,19984
1739,1191,662,19985
2258,1308,590,19986
230,192,122,19987
287,203,163,19988
1386,998,453,19989
1581,1152,618,19990
744,474,242,19991
1654,938,465,19992
1264,813,383,19993
2392,1815,1021,19994
1437,728,258,19995
1824,1011,445,19996
1409,1145,613,19997
998,735,387,19998
2325,1457,685,19999
916,571,335,20000
382,202,94,20001
2103,1046,347,20002
81,72,27,20003
2531,2138,1584,20004
2506,1489,751,20005
2593,2227,1805,20006
2020,1359,890,20007
1780,1383,711,20008
1458,1052,690,20009
1675,1231,566,20010
2240,1536,694,20011
1240,732,292,20012
336,245,116,20013
2350,1244,558,20014
1507,988,407,20015
1162,773,311,20016
2653,1623,670,20017
1193,1109,686,20018
2539,1789,781,20019
142,126,75,20020
1744,1340,570,20021
2401,1610,710,20022
124,108,59,20023
1900,1405,707,20024
1285,703,323,20025
2526,1415,741,20026
237,223,174,20027
404,297,143,20028
1638,1290,842,20029
2574,1793,811,20030
1778,1273,721,20031
2170,1340,556,20032
217,213,99,20033
490,374,188,20034
2220,1570,731,20035
1929,1288,571,20036
2075,1492,768,20037
1885,1523,911,20038
1924,1260,564,20039
145,135,73,20040
2401,1467,677,20041
2053,1341,835,20042
1251,993,520,20043
1508,921,379,20044
2458,1560,791,20045
1670,967,415,20046
2370,1515,550,20047
1517,888,372,20048
102,86,58,20049
2444,1320,518,20050
2564,1400,547,20051
599,402,232,20052
2686,1840,731,20053
1916,1483,784,20054
2259,1413,682,20055
1304,965,379,20056
1342,764,373,20057
1694,1175,594,20058
2882,2230,1544,20059
2645,1913,1123,20060
2315,1318,602,20061
1317,830,323,20062
746,468,218,20063
2264,1149,492,20064
1949,1152,554,20065
2297,1225,409,20066
1938,1189,515,20067
2103,1785,1201,20068
1405,823,427,20069
924,608,266,20070
2268,1878,1600,20071
1674,1025,464,20072
1037,704,341,20073
977,690,324,20074
2589,1642,644,20075
2219,1279,538,20076
628,597,236,20077
1221,1191,735,20078
1944,1036,411,20079
441,326,159,20080
2459,1790,1013,20081
1093,718,345,20082
2085,1625,650,20083
1187,724,377,20084
991,820,458,20085
2140,1417,735,20086
2452,1851,956,20087
307,221,153,20088
2012,1393,770,20089
441,282,128,20090
349,267,152,20091
657,426,223,20092
2756,2192,1197,20093
2124,1437,571,20094
1494,1021,398,20095
307,228,145,20096
279,226,147,20097
2729,1693,1126,20098
2398,1483,919,20099
122,106,79,20100
1865,1102,441,20101
2330,1521,617,20102
378,324,176,20103
578,363,245,20104
1513,885,402,20105
1856,1463,1046,20106
2300,1462,600,20107
1910,1138,522,20108
622,439,248,20109
511,312,138,20110
1970,1264,504,20111
441,388,286,20112
1608,1101,589,20113
1777,994,460,20114
172,117,62,20115
2710,1502,560,20116
1382,954,542,20117
1367,711,284,20118
2465,1754,1068,20119
357,300,227,20120
1609,1142,501,20121
2916,2075,1454,20122
1683,826,398,20123
1816,1124,415,20124
2441,1346,816,20125
105,91,69,20126
1757,1179,845,20127
2212,1753,1102,20128
1179,1003,839,20129
2123,1393,589,20130
2243,1919,1262,20131
323,208,113,20132
1423,904,445,20133
2566,1600,554,20134
862,669,354,20135
1983,1498,812,20136
347,224,110,20137
2153,1186,547,20138
1924,1272,723,20139
324,317,254,20140
1348,855,331,20141
218,156,81,20142
767,651,448,20143
2536,1579,767,20144
2946,2021,753,20145
2025,1055,415,20146
280,177,116,20147
2458,1332,507,20148
2746,1664,810,20149
1365,901,397,20150
635,414,238,20151
566,290,161,20152
305,296,150,20153
2465,1639,773,20154
1731,1409,904,20155
1898,1636,1095,20156
208,191,128,20157
1076,648,368,20158
1510,1088,573,20159
202,139,65,20160
2392,1398,471,20161
696,539,258,20162
2454,1463,449,20163
102,88,69,20164
727,634,455,20165
256,169,94,20166
402,241,113,20167
935,676,467,20168
150,125,77,20169
1134,950,368,20170
2711,2495,1561,20171
1928,1139,653,20172
1383,1274,942,20173
2729,1833,972,20174
1711,1529,969,20175
1973,1284,714,20176
2432,1866,1079,20177
1384,833,436,20178
2097,1329,545,20179
1920,1049,441,20180
1634,1127,488,20181
2263,1654,778,20182
2250,1482,676,20183
2210,1395,502,20184
375,353,223,20185
1175,674,259,20186
424,399,289,20187
1757,1199,471,20188
2575,1923,1026,20189
2633,1695,673,20190
1542,1433,1031,20191
2694,1661,638,20192
237,197,136,20193
1968,1346,632,20194
633,433,235,20195
2525,1439,815,20196
2063,1638,1310,20197
2154,1741,1057,20198
1585,946,416,20199
791,600,262,20200
287,191,123,20201
495,313,175,20202
211,120,74,20203
2094,1874,1186,20204
1310,815,389,20205
2649,1978,1203,20206
2277,2256,1408,20207
1311,1015,553,20208
2599,1821,803,20209
1230,861,405,20210
1974,1496,701,20211
2160,1224,517,20212
1460,1330,765,20213
1463,929,503,20214
2424,1721,929,20215
1761,1002,363,20216
2439,2086,1336,20217
1857,1372,909,20218
1728,1464,1008,20219
614,505,268,20220
69,64,52,20221
1138,602,264,20222
1502,906,373,20223
2088,1320,633,20224
1289,927,410,20225
1658,1147,637,20226
1251,692,331,20227
908,595,293,20228
1671,1572,1326,20229
1629,962,441,20230
1996,1661,1031,20231
2187,1570,873,20232
2931,2285,1057,20233
1123,743,411,20234
2218,1295,613,20235
1601,1026,477,20236
1903,1332,643,20237
2137,1253,601,20238
2393,1443,706,20239
1356,809,413,20240
1592,1203,836,20241
2435,1970,1242,20242
2744,1624,935,20243
1563,1425,822,20244
1347,885,377,20245
133,117,85,20246
2346,1459,510,20247
1709,1054,341,20248
1554,1006,529,20249
1591,1347,1108,20250
1710,1028,430,20251
2629,1877,722,20252
1610,966,429,20253
1114,701,301,20254
143,99,71,20255
1186,713,323,20256
913,836,501,20257
1083,556,217,20258
2258,1506,894,20259
1114,747,359,20260
338,286,183,20261
147,114,66,20262
1761,994,392,20263
1678,1081,462,20264
2326,1694,745,20265
398,332,241,20266
1731,1203,799,20267
1524,843,293,20268
1150,667,308,20269
1802,1244,836,20270
1868,1015,440,20271
1126,981,708,20272
163,121,83,20273
246,168,106,20274
936,695,442,20275
164,130,109,20276
2067,1253,422,20277
266,244,191,20278
1299,1050,716,20279
251,241,174,20280
445,409,198,20281
1244,800,439,20282
2176,1388,469,20283
2345,1920,1324,20284
2006,1534,870,20285
1131,597,311,20286
1740,1367,1006,20287
1023,709,397,20288
327,236,154,20289
74,59,28,20290
445,352,229,20291
2893,2862,1890,20292
1432,1286,889,20293
2156,1335,525,20294
1566,1315,811,20295
349,252,178,20296
1826,1133,524,20297
1432,838,508,20298
263,189,132,20299
2218,1356,565,20300
1324,875,578,20301
1513,1104,740,20302
579,422,163,20303
2070,1748,1270,20304
1473,958,356,20305
1507,1010,471,20306
1198,1006,554,20307
1678,1543,913,20308
1409,863,641,20309
2738,2273,1660,20310
2040,1871,1485,20311
855,693,505,20312
1420,1031,598,20313
2095,1926,1409,20314
1720,1405,891,20315
1964,1272,569,20316
538,329,177,20317
2225,2031,1211,20318
1328,941,592,20319
1520,1258,850,20320
849,740,474,20321
1858,1690,998,20322
2310,1401,575,20323
2106,1532,780,20324
1737,1436,1058,20325
1827,1091,484,20326
1839,1081,441,20327
2310,1500,664,20328
1543,945,394,20329
1054,786,558,20330
2269,2113,1221,20331
2259,1699,887,20332
302,203,90,20333
2661,1465,595,20334
2522,2300,2282,20335
468,343,235,20336
258,258,181,20337
2676,2266,1602,20338
1140,1116,698,20339
618,570,260,20340
2536,1789,1105,20341
2405,1336,556,20342
283,254,157,20343
830,752,453,20344
2551,1755,1350,20345
2582,1315,543,20346
2683,1942,848,20347
2497,2040,1050,20348
1893,1148,584,20349
2658,1752,906,20350
2610,2237,1599,20351
2563,2321,1627,20352
964,924,650,20353
1840,1294,554,20354
156,121,91,20355
1891,1485,1012,20356
1580,1098,560,20357
1489,1447,883,20358
2109,1711,1189,20359
1277,994,715,20360
136,103,47,20361
1671,1257,727,20362
2144,963,391,20363
1702,1269,755,20364
2347,1716,1040,20365
1800,1550,1124,20366
2481,2237,1618,20367
1145,602,257,20368
1934,1473,1043,20369
1502,950,496,20370
1936,904,308,20371
2354,2310,1544,20372
1668,1289,839,20373
2162,1308,485,20374
1239,1169,830,20375
1151,818,321,20376
3038,2331,1355,20377
1928,1180,397,20378
2319,1368,881,20379
2378,1432,712,20380
920,677,362,20381
2533,1967,1136,20382
493,319,137,20383
1128,796,349,20384
1519,1397,1188,20385
2610,1404,486,20386
2661,1877,980,20387
1033,845,618,20388
2190,1536,1116,20389
1199,559,302,20390
143,110,84,20391
1139,767,333,20392
2337,1191,639,20393
929,581,297,20394
2330,1481,637,20395
2295,1603,974,20396
690,585,269,20397
2411,1751,1286,20398
2183,1644,1278,20399
3146,2556,1664,20400
1154,891,598,20401
1039,777,470,20402
2235,1637,792,20403
1648,851,436,20404
554,483,334,20405
2587,1966,1314,20406
2340,1800,976,20407
963,792,525,20408
586,572,446,20409
725,600,369,20410
185,179,135,20411
2413,1866,1334,20412
889,427,217,20413
224,162,92,20414
2473,1423,534,20415
1588,1143,812,20416
1094,677,315,20417
429,291,195,20418
761,535,326,20419
2158,1113,470,20420
1025,553,311,20421
2459,1520,634,20422
2013,1720,1092,20423
2162,1284,763,20424
2589,1412,663,20425
2227,1174,526,20426
548,393,212,20427
373,316,280,20428
1585,1131,499,20429
2486,1509,720,20430
786,519,237,20431
1375,868,372,20432
1308,789,610,20433
2188,1146,554,20434
1023,701,331,20435
1227,888,359,20436
1142,737,371,20437
1913,1671,1049,20438
1069,739,393,20439
219,198,139,20440
1977,1228,609,20441
2116,1477,661,20442
1655,1121,598,20443
435,367,194,20444
238,197,87,20445
943,863,611,20446
2138,1536,887,20447
1462,953,390,20448
2663,1819,1185,20449
1011,855,700,20450
2163,1392,611,20451
115,100,67,20452
2177,1620,714,20453
513,453,265,20454
299,209,98,20455
1932,1438,701,20456
204,172,131,20457
2518,1356,662,20458
1554,1079,469,20459
2429,1778,1106,20460
1387,857,359,20461
695,510,258,20462
2458,1717,1070,20463
2887,2026,1325,20464
2936,1776,794,20465
406,372,225,20466
170,87,43,20467
178,167,113,20468
2365,1510,727,20469
1943,1796,1268,20470
1684,859,374,20471
1120,1056,693,20472
2134,1725,1035,20473
2394,1484,697,20474
1305,995,693,20475
2762,1854,693,20476
1503,1065,790,20477
1851,1004,463,20478
507,436,323,20479
1800,1536,1016,20480
1363,1247,625,20481
1654,1073,721,20482
2103,1324,765,20483
2475,1148,465,20484
1895,1645,1226,20485
798,696,500,20486
1690,1002,482,20487
224,224,145,20488
2894,1952,958,20489
2724,1944,1228,20490
826,664,464,20491
1060,937,568,20492
1409,1041,654,20493
396,299,131,20494
936,573,279,20495
735,581,398,20496
73,70,47,20497
1112,894,656,20498
1768,1261,646,20499
1230,879,384,20500
272,176,93,20501
580,362,205,20502
161,132,62,20503
2028,1284,753,20504
1350,1001,751,20505
2692,1618,707,20506
2014,1617,1080,20507
945,681,423,20508
599,590,308,20509
363,246,140,20510
709,687,514,20511
2534,1261,496,20512
1676,1348,1077,20513
1046,744,410,20514
1263,1069,909,20515
163,145,87,20516
977,743,489,20517
1805,1087,639,20518
2354,1763,969,20519
1342,787,357,20520
2202,1572,1024,20521
1279,656,304,20522
247,200,117,20523
1855,1048,403,20524
967,797,336,20525
639,529,442,20526
1210,835,498,20527
907,803,494,20528
1739,1215,688,20529
1344,1101,733,20530
1025,623,246,20531
190,160,89,20532
687,484,256,20533
1198,730,432,20534
1141,895,598,20535
2540,1469,777,20536
972,882,514,20537
136,117,72,20538
1473,1001,670,20539
1795,1272,535,20540
1242,914,491,20541
690,573,375,20542
205,157,81,20543
358,241,140,20544
1716,908,358,20545
1004,799,546,20546
160,71,37,20547
1436,1114,694,20548
743,527,250,20549
175,121,68,20550
1482,1360,727,20551
2694,1862,1023,20552
275,186,84,20553
525,426,224,20554
1946,1359,776,20555
462,270,130,20556
359,252,124,20557
1787,1313,439,20558
426,251,163,20559
305,299,177,20560
380,252,143,20561
786,573,329,20562
1568,917,442,20563
742,586,386,20564
974,707,480,20565
1065,763,395,20566
1411,1087,623,20567
185,175,129,20568
1234,878,479,20569
240,196,171,20570
405,306,157,20571
2122,1682,929,20572
615,504,395,20573
1820,1296,575,20574
2040,1343,566,20575
2251,1698,1035,20576
924,616,393,20577
506,347,174,20578
419,328,233,20579
2482,1354,503,20580
1889,1286,827,20581
828,701,482,20582
1839,1198,764,20583
790,407,213,20584
1911,1227,508,20585
123,91,43,20586
2157,1598,1059,20587
1967,1142,298,20588
1766,1342,606,20589
454,406,312,20590
693,575,308,20591
364,317,176,20592
514,348,213,20593
1954,1695,1140,20594
866,651,483,20595
423,256,139,20596
1659,1427,970,20597
1458,919,241,20598
2457,1489,620,20599
2677,1337,565,20600
672,616,325,20601
621,421,238,20602
1542,883,380,20603
255,213,126,20604
348,239,134,20605
2606,1665,768,20606
132,97,57,20607
2176,1390,593,20608
1347,828,573,20609
804,716,506,20610
1200,1016,640,20611
179,125,44,20612
835,681,445,20613
1291,1158,741,20614
2225,1353,572,20615
1884,1349,689,20616
2251,1669,1305,20617
1871,1140,480,20618
1390,1058,501,20619
1655,1490,969,20620
734,506,170,20621
394,345,148,20622
2582,2004,1326,20623
1635,901,381,20624
685,577,288,20625
1669,1167,774,20626
93,87,46,20627
1118,784,420,20628
1241,881,631,20629
2776,1795,1073,20630
920,746,413,20631
1579,1395,807,20632
1378,804,276,20633
2410,1441,555,20634
810,658,432,20635
1419,883,627,20636
118,110,96,20637
2973,1801,846,20638
1119,758,332,20639
2567,1559,671,20640
1325,877,242,20641
2026,1455,600,20642
1267,952,500,20643
1596,1289,801,20644
1226,914,647,20645
1655,1096,487,20646
1794,1326,920,20647
2856,1734,1305,20648
2590,1889,1014,20649
1813,1547,1107,20650
1964,1308,846,20651
291,238,129,20652
2532,1676,1027,20653
2371,1690,977,20654
1238,676,340,20655
1222,982,499,20656
2411,1774,972,20657
2506,1421,733,20658
2420,1706,1024,20659
2079,1253,669,20660
271,248,147,20661
351,244,173,20662
1639,1014,596,20663
1919,959,432,20664
1567,1093,785,20665
1851,1503,987,20666
304,232,128,20667
1135,861,701,20668
960,773,486,20669
542,334,216,20670
1369,902,526,20671
1290,625,261,20672
970,671,371,20673
1943,1144,562,20674
1561,1287,795,20675
1538,971,466,20676
2119,1329,693,20677
463,345,147,20678
1723,1208,826,20679
1340,1060,780,20680
1314,1290,1008,20681
520,340,238,20682
1526,777,357,20683
1308,1132,1007,20684
2397,1178,520,20685
1432,741,307,20686
1560,1084,546,20687
1761,978,427,20688
1933,1066,527,20689
458,397,309,20690
1632,1205,658,20691
1386,805,611,20692
1259,1034,549,20693
1574,1487,1049,20694
825,592,364,20695
1893,1694,1365,20696
1363,964,798,20697
1836,941,409,20698
1363,823,467,20699
347,322,235,20700
1131,980,512,20701
2237,2029,1633,20702
1342,1308,894,20703
1682,1553,1072,20704
1791,1338,747,20705
1133,757,453,20706
1338,978,474,20707
2104,2045,1639,20708
1383,1141,727,20709
2498,1609,969,20710
1595,865,466,20711
877,729,513,20712
1455,831,266,20713
1095,662,298,20714
2454,2127,1612,20715
2047,1214,517,20716
198,143,87,20717
1569,1509,1082,20718
1580,1312,925,20719
2573,1807,1003,20720
1564,1546,1180,20721
2266,1214,555,20722
297,240,139,20723
1476,1322,675,20724
1190,696,299,20725
893,638,361,20726
1644,925,287,20727
844,834,296,20728
955,791,463,20729
2590,1787,897,20730
1347,914,331,20731
1678,1391,645,20732
1079,886,564,20733
514,398,287,20734
2584,1721,989,20735
247,183,125,20736
1018,763,361,20737
1787,1390,708,20738
2604,1755,1168,20739
2172,1702,968,20740
293,220,96,20741
2874,1813,959,20742
1709,1376,708,20743
1937,1189,490,20744
1627,1228,773,20745
1900,1553,705,20746
1059,854,364,20747
1502,1035,470,20748
202,146,98,20749
2083,1232,445,20750
1307,899,613,20751
1287,1052,674,20752
1462,1105,648,20753
2100,1461,769,20754
1894,1088,446,20755
1511,1380,889,20756
535,323,183,20757
1501,824,294,20758
362,344,266,20759
1998,1233,692,20760
2070,1789,1219,20761
2029,1416,895,20762
2350,1649,1078,20763
1339,1261,862,20764
2394,1471,558,20765
1558,1504,912,20766
1635,1031,706,20767
1260,974,545,20768
258,175,98,20769
2741,1605,520,20770
3045,2140,1007,20771
2328,1466,504,20772
1755,1429,945,20773
754,533,306,20774
2647,1415,541,20775
261,206,97,20776
1250,756,410,20777
2482,1867,1352,20778
520,363,229,20779
949,676,393,20780
1471,864,422,20781
1380,1096,724,20782
1614,984,467,20783
1228,861,420,20784
1251,741,406,20785
1112,735,401,20786
2214,1273,373,20787
38,34,19,20788
303,214,157,20789
1813,1073,403,20790
1205,800,550,20791
2109,1398,752,20792
1428,1130,805,20793
1893,1340,866,20794
2400,1330,646,20795
1845,1244,752,20796
1933,1039,396,20797
365,363,189,20798
1394,1073,517,20799
1409,876,419,20800
1268,739,330,20801
235,178,104,20802
1756,1257,658,20803
1464,998,562,20804
1387,908,572,20805
291,269,221,20806
767,500,317,20807
2728,1687,1181,20808
2351,1666,1009,20809
421,385,280,20810
1547,1254,842,20811
1520,1111,522,20812
981,607,247,20813
1972,1148,444,20814
1589,1398,923,20815
2178,1395,559,20816
1029,662,271,20817
567,556,381,20818
708,565,306,20819
2114,1224,472,20820
217,201,145,20821
291,259,134,20822
1725,1138,434,20823
688,665,410,20824
1048,725,590,20825
1586,1304,858,20826
1718,868,302,20827
934,761,638,20828
2059,1206,466,20829
1940,1362,643,20830
1440,1206,743,20831
2499,1946,1207,20832
1805,1221,604,20833
1545,1236,554,20834
2696,2564,1852,20835
2396,2141,1824,20836
1144,758,456,20837
2152,1728,874,20838
1356,973,472,20839
1741,1735,908,20840
2335,1760,955,20841
2057,1193,404,20842
734,539,339,20843
1283,1283,963,20844
1502,1129,889,20845
1834,1034,376,20846
2402,1409,668,20847
1788,1377,745,20848
2304,1846,1276,20849
1880,937,323,20850
2103,1597,1230,20851
1724,1660,1080,20852
2056,1420,784,20853
759,599,217,20854
1547,875,440,20855
2364,1752,1180,20856
1752,1145,766,20857
1082,670,281,20858
2254,1820,1183,20859
2550,2319,1428,20860
1550,1504,934,20861
1417,1249,812,20862
2638,1848,872,20863
1798,1140,511,20864
364,219,135,20865
872,761,471,20866
1344,992,644,20867
2382,1043,447,20868
946,552,282,20869
937,540,514,20870
340,231,110,20871
95,80,47,20872
2396,1751,986,20873
459,256,174,20874
493,303,186,20875
488,153,149,20876
850,699,399,20877
1113,644,445,20878
2108,1556,788,20879
170,146,75,20880
1926,963,512,20881
1896,1737,1407,20882
1408,1151,607,20883
1402,1136,852,20884
2108,1680,1260,20885
651,573,489,20886
2519,1937,1097,20887
2157,1385,838,20888
598,478,243,20889
942,608,320,20890
965,853,640,20891
1208,920,666,20892
1116,958,589,20893
1120,1016,744,20894
479,281,171,20895
1163,913,683,20896
390,320,254,20897
1845,1143,443,20898
2021,1670,1246,20899
1783,1393,997,20900
1843,1674,1298,20901
1015,762,445,20902
1789,1366,887,20903
516,410,358,20904
726,335,162,20905
2196,1104,594,20906
1328,937,376,20907
520,439,237,20908
1180,1003,748,20909
2128,1485,856,20910
2156,1610,1143,20911
